route_key,window_start,window_end,precipitation_sum_json,windspeed_max_json,api_call_timestamp
HUB11-HUB16,2024-08-29,2024-08-31,"[11.5, 7.8, 2.7]","[18.3, 15.9, 16.8]",2026-08-14 06:28:39.139902
HUB17-HUB11,2025-12-05,2025-12-07,"[0.0, 0.2, 0.5]","[19.4, 16.9, 18.2]",2026-08-14 06:28:39.140038
HUB04-HUB01,2023-06-12,2023-06-14,"[8.3, 1.0, 0.0]","[15.9, 15.2, 12.7]",2026-08-14 06:28:39.140201
HUB13-HUB04,2023-12-30,2024-01-02,"[1.0, 0.0, 0.0, 2.0]","[16.4, 11.7, 22.3, 22.4]",2026-08-14 06:28:39.140363
HUB10-HUB16,2024-04-16,2024-04-19,"[2.7, 0.7, 0.0, 0.7]","[15.7, 18.2, 14.1, 13.6]",2026-08-14 06:28:39.140521
HUB06-HUB07,2023-05-23,2023-05-24,"[0.3, 0.0]","[9.7, 14.2]",2026-08-14 06:28:39.140661
HUB14-HUB04,2023-01-03,2023-01-06,"[1.3, 0.0, 0.0, 0.4]","[12.6, 3.4, 17.6, 10.3]",2026-08-14 06:28:39.140808
HUB09-HUB04,2024-01-07,2024-01-10,"[1.2, 0.0, 0.8, 1.1]","[7.3, 4.7, 17.4, 12.5]",2026-08-14 06:28:39.140952
HUB14-HUB01,2025-10-16,2025-10-18,"[None, 0.3, 0.9]","[17.5, 16.2, 22.9]",2026-08-14 06:28:39.141088
HUB01-HUB08,2024-05-01,2024-05-03,"[6.9, 0.0, 0.0]","[13.0, 16.7, 20.9]",2026-08-14 06:28:39.141265
HUB02-HUB01,2023-04-19,2023-04-20,"[0.0, 0.4]","[8.7, 13.5]",2026-08-14 06:28:39.141396
HUB15-HUB04,2023-02-18,2023-02-21,"[0.6, 0.0, 0.0, 0.0]","[5.4, 6.7, 11.8, 25.9]",2026-08-14 06:28:39.141540
HUB08-HUB16,2024-09-19,2024-09-20,"[6.7, 24.2]","[11.8, 20.1]",2026-08-14 06:28:39.141676
HUB04-HUB11,2024-08-24,2024-08-27,"[5.2, 28.3, 0.0, 0.6]","[1.9, 17.4, 10.8, 19.1]",2026-08-14 06:28:39.141824
HUB15-HUB07,2023-11-26,2023-11-28,"[0.0, 0.3, 0.4]","[19.6, 17.1, 20.2]",2026-08-14 06:28:39.141958
HUB03-HUB10,2023-08-03,2023-08-06,"[0.0, 13.9, 11.0, 13.8]","[5.2, 13.0, 5.1, 7.1]",2026-08-14 06:28:39.142166
HUB01-HUB06,2023-07-19,2023-07-22,"[0.7, 0.5, 14.9, 0.0]","[8.6, 14.6, 14.1, 11.8]",2026-08-14 06:28:39.142338
HUB10-HUB14,2023-10-16,2023-10-19,"[0.9, 0.0, 13.2, 0.4]","[13.7, 19.3, 17.2, 17.8]",2026-08-14 06:28:39.142490
HUB03-HUB15,2023-01-06,2023-01-08,"[0.4, 0.0, 0.0]","[18.6, 7.1, 13.2]",2026-08-14 06:28:39.142640
HUB13-HUB10,2025-10-04,2025-10-07,"[0.3, 1.3, 1.3, 0.5]","[20.4, 19.6, 17.7, 17.7]",2026-08-14 06:28:39.142791
HUB08-HUB18,2024-03-24,2024-03-26,"[0.0, 0.0, 0.7]","[27.7, 9.8, 22.5]",2026-08-14 06:28:39.142928
HUB17-HUB01,2024-06-12,2024-06-14,"[0.1, 7.9, 19.0]","[2.1, 17.6, 6.7]",2026-08-14 06:28:39.143062
HUB10-HUB17,2024-02-16,2024-02-18,"[0.0, 0.0, 0.6]","[30.5, 10.0, 22.8]",2026-08-14 06:28:39.143230
HUB04-HUB11,2025-05-17,2025-05-20,"[0.6, 1.0, 0.4, 16.1]","[23.6, 7.0, 16.1, 9.1]",2026-08-14 06:28:39.143384
HUB10-HUB18,2023-07-17,2023-07-21,"[0.3, 0.4, None, 2.5, 10.1]","[13.2, 10.1, 17.1, 14.6, 25.2]",2026-08-14 06:28:39.143541
HUB12-HUB10,2025-08-02,2025-08-05,"[16.7, 71.5, 0.1, 141.0]","[10.9, 14.5, 23.5, 23.1]",2026-08-14 06:28:39.143702
HUB17-HUB02,2023-08-10,2023-08-12,"[6.9, 1.0, 0.4]","[19.8, 15.9, 4.5]",2026-08-14 06:28:39.143840
HUB03-HUB12,2024-07-18,2024-07-21,"[33.8, 16.6, 32.7, 5.7]","[8.1, 23.3, 0.1, 17.0]",2026-08-14 06:28:39.143989
HUB14-HUB08,2023-01-24,2023-01-27,"[0.4, 0.7, 0.8, 0.1]","[12.9, 13.9, 18.3, 11.3]",2026-08-14 06:28:39.144157
HUB11-HUB17,2023-07-23,2023-07-25,"[14.1, 7.8, 9.4]","[9.7, 22.5, 12.2]",2026-08-14 06:28:39.144306
HUB18-HUB05,2023-02-01,2023-02-03,"[0.0, 0.5, 0.2]","[21.2, 18.7, 15.2]",2026-08-14 06:28:39.144443
HUB11-HUB01,2023-10-25,2023-10-28,"[0.0, 1.2, 0.5, 1.3]","[25.5, 17.6, 17.2, 26.1]",2026-08-14 06:28:39.144598
HUB18-HUB12,2024-10-21,2024-10-24,"[0.1, 0.0, 0.7, 0.1]","[22.5, 15.9, 8.4, 21.8]",2026-08-14 06:28:39.144748
HUB11-HUB09,2025-07-21,2025-07-25,"[10.9, 0.4, 5.8, 40.6, 8.8]","[8.4, 16.1, 11.2, 10.8, 19.7]",2026-08-14 06:28:39.144903
HUB01-HUB18,2025-01-22,2025-01-23,"[0.4, 0.1]","[23.8, 4.7]",2026-08-14 06:28:39.145027
HUB03-HUB11,2024-03-03,2024-03-06,"[0.9, 0.6, 0.6, 0.9]","[9.2, 13.4, 16.7, 22.6]",2026-08-14 06:28:39.145201
HUB02-HUB18,2024-03-02,2024-03-03,"[0.1, 0.4]","[7.3, 13.9]",2026-08-14 06:28:39.145333
HUB10-HUB16,2023-11-03,2023-11-06,"[0.6, 0.2, 1.1, 6.5]","[15.4, 12.8, 8.9, 17.1]",2026-08-14 06:28:39.145480
HUB15-HUB12,2023-11-30,2023-12-03,"[0.5, 0.0, 0.0, 1.2]","[25.2, 36.0, 21.7, 19.1]",2026-08-14 06:28:39.145636
HUB11-HUB16,2023-11-26,2023-11-28,"[1.2, 0.0, 0.0]","[13.9, 12.6, 13.3]",2026-08-14 06:28:39.145776
HUB17-HUB14,2023-04-07,2023-04-08,"[0.0, 0.4]","[24.5, 11.7]",2026-08-14 06:28:39.145902
HUB10-HUB11,2025-06-30,2025-07-03,"[0.5, 0.3, 22.6, 0.0]","[22.1, 20.4, 18.8, 17.6]",2026-08-14 06:28:39.146077
HUB13-HUB16,2025-04-07,2025-04-10,"[0.0, 0.2, 0.0, None]","[10.4, 18.7, 11.0, 9.3]",2026-08-14 06:28:39.146269
HUB04-HUB07,2023-02-05,2023-02-07,"[0.8, 0.7, 0.0]","[15.5, 16.7, 12.7]",2026-08-14 06:28:39.146412
HUB01-HUB08,2024-02-06,2024-02-08,"[0.0, 1.0, 0.2]","[9.5, 15.6, 18.1]",2026-08-14 06:28:39.146556
HUB13-HUB06,2023-04-07,2023-04-11,"[0.0, 0.0, 1.4, 0.4, 0.1]","[19.4, 13.1, 17.2, 14.9, 15.1]",2026-08-14 06:28:39.146737
HUB02-HUB10,2023-01-09,2023-01-12,"[0.0, 0.0, 0.8, 0.8]","[31.3, 18.9, 11.8, 18.1]",2026-08-14 06:28:39.146887
HUB18-HUB11,2023-11-08,2023-11-11,"[0.7, 3.6, 0.4, 4.2]","[26.3, 28.8, 3.1, 23.9]",2026-08-14 06:28:39.147034
HUB18-HUB16,2025-07-31,2025-08-01,"[0.7, 1.8]","[20.0, 15.1]",2026-08-14 06:28:39.147188
HUB04-HUB01,2024-09-16,2024-09-17,"[5.9, 8.5]","[18.3, 8.4]",2026-08-14 06:28:39.147324
HUB02-HUB08,2024-07-31,2024-08-02,"[25.0, 0.3, 4.5]","[13.2, 15.6, 15.1]",2026-08-14 06:28:39.147460
HUB17-HUB06,2024-09-21,2024-09-24,"[1.1, 1.1, 0.0, 5.8]","[12.3, 11.2, 10.2, 10.2]",2026-08-14 06:28:39.147619
HUB17-HUB07,2025-11-24,2025-11-27,"[0.2, 1.4, 0.2, 0.5]","[10.6, 15.2, 11.1, 18.8]",2026-08-14 06:28:39.147772
HUB10-HUB08,2025-01-22,2025-01-25,"[0.7, 0.0, 0.0, 0.0]","[9.5, 10.4, 13.1, 10.5]",2026-08-14 06:28:39.147918
HUB07-HUB16,2023-04-18,2023-04-20,"[0.6, 0.1, None]","[12.9, 11.7, 15.1]",2026-08-14 06:28:39.148058
HUB09-HUB06,2024-08-14,2024-08-15,"[0.3, 0.0]","[12.2, 15.7]",2026-08-14 06:28:39.148209
HUB17-HUB16,2024-03-29,2024-04-01,"[0.5, 0.0, 0.0, 0.0]","[9.3, 16.2, 16.9, 15.1]",2026-08-14 06:28:39.148362
HUB10-HUB18,2025-05-19,2025-05-23,"[0.7, 0.3, 0.2, 0.3, 0.0]","[22.8, 10.0, 24.1, 21.2, 20.5]",2026-08-14 06:28:39.148523
HUB04-HUB14,2023-06-25,2023-06-28,"[13.4, 0.2, 0.3, 10.4]","[21.8, 14.2, 11.7, 11.2]",2026-08-14 06:28:39.148684
HUB13-HUB01,2025-03-25,2025-03-27,"[5.6, 0.4, 7.6]","[5.0, 4.3, 15.7]",2026-08-14 06:28:39.148827
HUB18-HUB09,2023-08-19,2023-08-21,"[4.5, 0.5, 0.0]","[8.9, 8.8, 15.3]",2026-08-14 06:28:39.148965
HUB02-HUB09,2023-12-28,2023-12-30,"[0.0, 0.0, 1.0]","[14.9, 13.6, 18.7]",2026-08-14 06:28:39.149102
HUB10-HUB08,2024-05-02,2024-05-05,"[0.0, 0.1, 1.0, 0.3]","[17.5, 18.2, 14.1, 7.7]",2026-08-14 06:28:39.149284
HUB10-HUB17,2024-02-14,2024-02-16,"[0.3, 6.7, 0.0]","[3.5, 8.5, 12.6]",2026-08-14 06:28:39.149425
HUB14-HUB03,2025-06-03,2025-06-05,"[0.0, 1.5, 0.7]","[7.0, 17.4, 7.3]",2026-08-14 06:28:39.149562
HUB11-HUB02,2023-11-21,2023-11-23,"[10.1, 3.8, 0.3]","[21.2, 23.3, 15.6]",2026-08-14 06:28:39.149713
HUB04-HUB06,2023-08-05,2023-08-07,"[0.7, 0.1, 0.3]","[16.4, 18.2, 8.5]",2026-08-14 06:28:39.149848
HUB11-HUB04,2025-07-27,2025-07-30,"[1.4, 0.3, 2.0, 1.9]","[22.7, 7.9, 4.8, 21.2]",2026-08-14 06:28:39.149994
HUB03-HUB05,2025-10-06,2025-10-08,"[0.0, 0.0, 9.3]","[15.6, 21.5, 16.9]",2026-08-14 06:28:39.150194
HUB10-HUB17,2024-07-10,2024-07-12,"[1.9, 10.1, 32.1]","[23.8, 10.2, 11.9]",2026-08-14 06:28:39.150359
HUB05-HUB04,2025-03-22,2025-03-25,"[0.0, 0.4, 0.0, 0.2]","[7.5, 5.9, 9.8, 13.6]",2026-08-14 06:28:39.150511
HUB18-HUB01,2024-12-24,2024-12-25,"[0.8, 1.1]","[24.1, 17.5]",2026-08-14 06:28:39.150651
HUB14-HUB09,2024-05-25,2024-05-27,"[0.4, 0.8, 0.4]","[8.9, 13.0, 18.3]",2026-08-14 06:28:39.150796
HUB14-HUB13,2025-04-01,2025-04-02,"[0.0, 0.4]","[7.1, 12.0]",2026-08-14 06:28:39.150929
HUB01-HUB12,2024-06-14,2024-06-16,"[0.0, 0.3, 0.1]","[22.2, 36.2, 20.3]",2026-08-14 06:28:39.151073
HUB08-HUB11,2023-08-30,2023-09-02,"[17.5, 0.4, 19.5, 21.3]","[16.5, 12.4, 8.6, 1.6]",2026-08-14 06:28:39.151262
HUB13-HUB02,2024-06-15,2024-06-17,"[0.4, 0.1, 0.3]","[15.5, 19.8, 10.9]",2026-08-14 06:28:39.151410
HUB09-HUB18,2025-05-08,2025-05-10,"[0.4, 0.0, 1.1]","[25.1, 21.4, 19.9]",2026-08-14 06:28:39.151550
HUB02-HUB03,2024-05-15,2024-05-17,"[1.0, 0.7, 1.0]","[18.3, 16.7, 20.0]",2026-08-14 06:28:39.151701
HUB10-HUB03,2025-02-06,2025-02-09,"[0.7, 0.9, 0.7, 0.5]","[19.8, 22.9, 20.0, 1.4]",2026-08-14 06:28:39.151847
HUB12-HUB07,2025-01-23,2025-01-28,"[0.0, 0.8, 5.9, 1.0, 0.5, 1.6]","[12.0, 12.7, 15.1, 12.3, 12.6, 16.9]",2026-08-14 06:28:39.152012
HUB14-HUB04,2023-01-01,2023-01-04,"[0.0, 1.3, 0.5, 0.2]","[20.6, 11.1, 0.3, 8.5]",2026-08-14 06:28:39.152217
HUB06-HUB08,2023-03-29,2023-03-30,"[2.0, 0.2]","[14.7, 14.6]",2026-08-14 06:28:39.152355
HUB11-HUB08,2025-10-26,2025-10-29,"[0.5, None, 0.5, 0.0]","[16.8, 18.6, 19.0, 15.5]",2026-08-14 06:28:39.152502
HUB17-HUB16,2024-03-24,2024-03-26,"[0.3, 0.3, 2.1]","[13.9, 18.4, 9.4]",2026-08-14 06:28:39.152651
HUB18-HUB01,2023-08-31,2023-09-01,"[1.5, 0.0]","[16.3, 14.8]",2026-08-14 06:28:39.152779
HUB06-HUB01,2024-07-06,2024-07-09,"[1.3, 31.0, 23.9, 33.0]","[6.7, 21.7, 7.9, 6.0]",2026-08-14 06:28:39.152923
HUB13-HUB09,2025-09-01,2025-09-04,"[0.2, 32.3, 2.9, 11.7]","[11.7, 9.2, 10.7, 15.4]",2026-08-14 06:28:39.153066
HUB17-HUB05,2024-04-29,2024-05-02,"[0.3, 0.6, 1.1, 0.0]","[14.9, 15.8, 11.2, 12.2]",2026-08-14 06:28:39.153250
HUB02-HUB12,2025-06-03,2025-06-05,"[0.9, 1.9, 1.5]","[14.0, 14.0, 15.4]",2026-08-14 06:28:39.153392
HUB11-HUB16,2024-06-16,2024-06-18,"[1.3, 0.1, 15.4]","[13.7, 19.7, 13.1]",2026-08-14 06:28:39.153528
HUB14-HUB04,2024-12-03,2024-12-06,"[0.2, 0.2, 0.7, 0.0]","[34.6, 25.1, 10.5, 24.7]",2026-08-14 06:28:39.153693
HUB04-HUB07,2024-04-04,2024-04-06,"[6.7, 1.0, 0.2]","[16.6, 12.9, 11.8]",2026-08-14 06:28:39.153834
HUB06-HUB02,2023-09-06,2023-09-09,"[1.0, 5.4, 0.0, 0.7]","[7.6, 11.1, 18.2, 6.5]",2026-08-14 06:28:39.153980
HUB16-HUB05,2025-12-14,2025-12-16,"[0.2, 0.4, 0.0]","[12.7, 9.6, 12.8]",2026-08-14 06:28:39.154188
HUB04-HUB17,2025-03-02,2025-03-05,"[0.7, 0.3, 1.0, 0.5]","[11.0, 17.2, 13.2, 12.5]",2026-08-14 06:28:39.154346
HUB06-HUB11,2024-01-28,2024-02-01,"[0.3, 0.6, 0.6, 0.2, 1.4]","[17.3, 24.2, 12.8, 7.0, 22.5]",2026-08-14 06:28:39.154502
HUB15-HUB01,2025-01-15,2025-01-17,"[0.5, 0.6, 0.8]","[9.2, 14.8, 12.5]",2026-08-14 06:28:39.154652
HUB11-HUB18,2025-04-17,2025-04-20,"[0.0, 0.3, 0.3, 0.7]","[17.7, 10.0, 17.6, 24.9]",2026-08-14 06:28:39.154801
HUB12-HUB13,2024-07-24,2024-07-25,"[7.8, 0.0]","[16.7, 19.5]",2026-08-14 06:28:39.154926
HUB10-HUB17,2025-01-10,2025-01-12,"[0.6, 0.1, 0.0]","[11.0, 6.9, 7.9]",2026-08-14 06:28:39.155061
HUB07-HUB09,2024-03-13,2024-03-15,"[0.8, 0.6, 0.0]","[15.7, 17.3, 14.8]",2026-08-14 06:28:39.155227
HUB15-HUB10,2025-10-29,2025-11-01,"[0.4, 3.4, 0.4, 0.1]","[31.7, 30.1, 19.0, 32.0]",2026-08-14 06:28:39.155383
HUB06-HUB01,2023-04-22,2023-04-25,"[1.3, 0.0, 0.3, 0.8]","[13.5, 9.6, 21.9, 16.3]",2026-08-14 06:28:39.155538
HUB05-HUB02,2025-06-18,2025-06-21,"[0.0, 0.7, 1.0, 14.8]","[13.8, 6.5, 13.1, 7.4]",2026-08-14 06:28:39.155698
HUB09-HUB07,2023-12-10,2023-12-12,"[0.5, 1.9, 0.0]","[14.1, 23.1, 13.3]",2026-08-14 06:28:39.155834
HUB03-HUB11,2024-12-30,2025-01-02,"[8.2, 0.7, 0.0, 0.4]","[30.8, 26.4, 9.8, 21.4]",2026-08-14 06:28:39.155981
HUB12-HUB02,2023-09-06,2023-09-08,"[0.0, 7.1, 0.0]","[17.3, 19.2, 13.6]",2026-08-14 06:28:39.156117
HUB17-HUB06,2025-03-01,2025-03-04,"[0.0, 2.9, 0.0, 0.6]","[18.0, 14.5, 10.3, 17.3]",2026-08-14 06:28:39.156307
HUB13-HUB12,2025-01-09,2025-01-10,"[0.0, None]","[0.4, 8.5]",2026-08-14 06:28:39.156433
HUB06-HUB16,2023-07-12,2023-07-14,"[17.0, 0.2, 0.7]","[13.2, 21.6, 18.1]",2026-08-14 06:28:39.156572
HUB02-HUB04,2024-04-14,2024-04-16,"[0.0, 0.1, 0.3]","[22.8, 14.0, 15.5]",2026-08-14 06:28:39.156721
HUB12-HUB15,2025-01-21,2025-01-24,"[0.2, 0.3, 0.3, 0.0]","[5.3, 12.7, 17.0, 18.4]",2026-08-14 06:28:39.156867
HUB10-HUB01,2024-04-18,2024-04-21,"[1.4, 0.1, 18.2, 0.3]","[12.0, 17.3, 6.6, 22.3]",2026-08-14 06:28:39.157019
HUB16-HUB18,2025-03-05,2025-03-06,"[0.0, 0.0]","[13.2, 9.3]",2026-08-14 06:28:39.157176
HUB09-HUB10,2023-07-20,2023-07-22,"[47.0, 12.7, 35.4]","[12.1, 3.2, 34.1]",2026-08-14 06:28:39.157325
HUB02-HUB10,2025-01-08,2025-01-11,"[0.3, 0.6, 0.7, 0.0]","[11.6, 17.5, 9.2, 1.8]",2026-08-14 06:28:39.157473
HUB17-HUB04,2023-11-09,2023-11-12,"[6.0, 0.1, 0.4, 1.0]","[14.6, 21.6, 11.4, 24.1]",2026-08-14 06:28:39.157631
HUB06-HUB11,2023-10-12,2023-10-15,"[0.0, 1.2, 0.4, 1.1]","[24.2, 9.6, 15.3, 29.7]",2026-08-14 06:28:39.157782
HUB14-HUB05,2023-06-16,2023-06-19,"[0.0, 1.2, 0.0, 0.0]","[16.6, 14.5, 10.9, 11.2]",2026-08-14 06:28:39.157985
HUB02-HUB06,2024-06-08,2024-06-11,"[0.6, 0.9, 0.0, 4.7]","[16.5, 21.0, 11.3, 13.4]",2026-08-14 06:28:39.158259
HUB18-HUB01,2023-02-26,2023-02-27,"[1.1, 0.7]","[21.6, 23.1]",2026-08-14 06:28:39.158399
HUB17-HUB10,2023-06-11,2023-06-13,"[0.0, 18.2, 0.2]","[22.5, 11.5, 15.8]",2026-08-14 06:28:39.158538
HUB02-HUB15,2025-09-14,2025-09-15,"[0.7, 0.0]","[13.2, 20.2]",2026-08-14 06:28:39.158678
HUB17-HUB14,2025-05-28,2025-05-29,"[8.3, 0.1]","[23.7, 14.0]",2026-08-14 06:28:39.158803
HUB15-HUB11,2025-11-09,2025-11-11,"[0.0, 0.0, 0.3]","[20.3, 34.2, 16.2]",2026-08-14 06:28:39.158937
HUB17-HUB01,2025-10-24,2025-10-27,"[0.0, 0.0, 0.1, 0.3]","[18.1, 16.9, 16.1, 21.7]",2026-08-14 06:28:39.159083
HUB05-HUB12,2024-10-10,2024-10-15,"[0.4, 0.0, 0.9, 0.7, 1.1, 0.0]","[27.4, 36.4, 15.3, 12.5, 30.8, 17.8]",2026-08-14 06:28:39.159290
HUB07-HUB16,2023-09-10,2023-09-12,"[19.2, 0.2, 0.4]","[9.6, 10.4, 16.4]",2026-08-14 06:28:39.159438
HUB10-HUB16,2023-09-12,2023-09-15,"[15.3, 0.3, 0.8, 0.5]","[12.1, 18.5, 16.0, 18.3]",2026-08-14 06:28:39.159598
HUB09-HUB12,2024-04-04,2024-04-08,"[0.0, 0.0, 0.2, 1.0, 1.4]","[4.8, 18.1, 6.5, 27.8, 9.3]",2026-08-14 06:28:39.159765
HUB14-HUB18,2024-10-01,2024-10-03,"[0.7, 1.8, 0.4]","[18.2, 15.6, 18.0]",2026-08-14 06:28:39.159903
HUB17-HUB06,2023-01-29,2023-02-01,"[0.0, 1.1, 0.4, 0.0]","[9.5, 14.8, 16.0, 16.3]",2026-08-14 06:28:39.160048
HUB16-HUB15,2024-12-28,2024-12-29,"[0.0, 0.4]","[14.6, 20.0]",2026-08-14 06:28:39.160203
HUB16-HUB06,2023-02-15,2023-02-17,"[0.5, 0.1, 0.6]","[14.8, 4.8, 15.2]",2026-08-14 06:28:39.160349
HUB06-HUB01,2023-06-01,2023-06-04,"[9.0, 0.2, 1.0, 1.0]","[19.3, 15.3, 18.7, 9.0]",2026-08-14 06:28:39.160495
HUB01-HUB18,2025-08-24,2025-08-25,"[0.2, 0.1]","[27.8, 8.4]",2026-08-14 06:28:39.160630
HUB04-HUB10,2023-10-26,2023-10-30,"[0.1, 0.0, 0.2, 0.0, 1.3]","[26.5, 18.0, 18.4, 18.8, 40.5]",2026-08-14 06:28:39.160788
HUB04-HUB06,2023-11-08,2023-11-10,"[0.4, 0.5, 0.3]","[15.2, 11.0, 12.1]",2026-08-14 06:28:39.160924
HUB15-HUB11,2023-12-25,2023-12-27,"[0.5, 0.5, 1.1]","[37.9, 43.2, 19.7]",2026-08-14 06:28:39.161060
HUB08-HUB11,2024-01-14,2024-01-17,"[0.9, 9.1, 0.0, 0.0]","[7.5, 24.1, 12.0, 6.0]",2026-08-14 06:28:39.161236
HUB07-HUB16,2024-12-12,2024-12-14,"[0.7, 0.0, 0.0]","[10.1, 12.1, 17.8]",2026-08-14 06:28:39.161378
HUB14-HUB07,2024-06-19,2024-06-23,"[15.6, 1.4, 0.1, 0.0, 0.5]","[13.2, 12.6, 9.5, 13.6, 13.6]",2026-08-14 06:28:39.161610
HUB02-HUB15,2023-04-27,2023-04-28,"[0.0, 1.7]","[14.0, 10.4]",2026-08-14 06:28:39.161772
HUB07-HUB10,2025-10-27,2025-10-31,"[27.1, 1.4, 0.6, 0.7, 0.1]","[20.8, 8.9, 27.4, 23.8, 22.2]",2026-08-14 06:28:39.161936
HUB08-HUB16,2025-12-29,2025-12-30,"[8.1, 0.8]","[15.5, 5.7]",2026-08-14 06:28:39.162121
HUB04-HUB08,2025-05-23,2025-05-25,"[0.4, 0.5, 0.1]","[12.4, 16.4, 15.9]",2026-08-14 06:28:39.162313
HUB06-HUB02,2023-03-26,2023-03-29,"[0.4, 0.0, 0.7, 0.7]","[12.4, 9.8, 18.2, 8.0]",2026-08-14 06:28:39.162465
HUB15-HUB09,2025-05-23,2025-05-25,"[0.4, 16.5, 43.7]","[17.7, 12.7, 19.1]",2026-08-14 06:28:39.162619
HUB13-HUB06,2025-12-09,2025-12-12,"[0.0, 0.5, None, 0.0]","[16.8, 5.3, 19.6, 15.5]",2026-08-14 06:28:39.162771
HUB07-HUB02,2023-01-09,2023-01-12,"[0.6, 0.0, 0.7, 1.8]","[16.0, 9.6, 9.3, 12.3]",2026-08-14 06:28:39.162917
HUB16-HUB10,2023-02-09,2023-02-12,"[0.7, 0.1, 0.9, 0.0]","[8.6, 15.3, 23.9, 17.6]",2026-08-14 06:28:39.163063
HUB03-HUB02,2024-03-27,2024-03-28,"[0.8, 0.6]","[18.9, 10.4]",2026-08-14 06:28:39.163222
HUB16-HUB10,2023-12-08,2023-12-11,"[18.7, 0.1, 0.0, 0.9]","[15.7, 28.2, 43.9, 23.3]",2026-08-14 06:28:39.163373
HUB12-HUB16,2023-04-23,2023-04-26,"[0.3, 0.3, 0.9, 1.1]","[15.9, 14.4, 15.3, 16.6]",2026-08-14 06:28:39.163522
HUB04-HUB12,2024-03-17,2024-03-21,"[0.0, 0.0, 0.0, 0.7, 0.0]","[18.0, 15.4, 18.4, 17.1, 13.6]",2026-08-14 06:28:39.163696
HUB16-HUB15,2024-01-12,2024-01-13,"[1.0, 0.0]","[20.9, 8.8]",2026-08-14 06:28:39.163828
HUB03-HUB18,2025-09-16,2025-09-17,"[0.3, 0.0]","[2.6, 19.1]",2026-08-14 06:28:39.163953
HUB11-HUB18,2023-01-12,2023-01-15,"[1.1, 0.6, 0.0, 0.2]","[8.4, 3.0, 16.5, 11.9]",2026-08-14 06:28:39.164099
HUB11-HUB15,2023-09-07,2023-09-09,"[0.0, 12.0, 34.0]","[14.8, 15.4, 22.0]",2026-08-14 06:28:39.164271
HUB18-HUB12,2023-08-31,2023-09-03,"[0.2, 1.1, 0.0, 23.7]","[14.0, 11.4, 18.3, 8.3]",2026-08-14 06:28:39.164420
HUB04-HUB12,2023-05-01,2023-05-05,"[0.0, 0.1, 0.2, None, 0.9]","[25.9, 15.2, 22.4, 26.0, 36.2]",2026-08-14 06:28:39.164600
HUB16-HUB06,2025-11-18,2025-11-20,"[0.7, 0.2, 0.3]","[20.3, 20.2, 14.8]",2026-08-14 06:28:39.164742
HUB03-HUB16,2024-11-28,2024-11-29,"[0.0, 0.0]","[14.4, 15.6]",2026-08-14 06:28:39.164866
HUB05-HUB16,2024-06-05,2024-06-07,"[0.2, None, 2.4]","[12.7, 13.4, 16.8]",2026-08-14 06:28:39.165001
HUB01-HUB11,2024-10-20,2024-10-23,"[0.5, 0.0, 0.0, 0.5]","[31.4, 32.3, 18.8, 15.7]",2026-08-14 06:28:39.165175
HUB06-HUB18,2025-04-19,2025-04-21,"[1.1, 0.2, 0.0]","[9.3, 3.5, 5.4]",2026-08-14 06:28:39.165324
HUB14-HUB17,2023-12-27,2023-12-28,"[0.2, 0.0]","[7.8, 28.8]",2026-08-14 06:28:39.165450
HUB04-HUB06,2023-01-16,2023-01-18,"[1.2, 1.0, 0.3]","[15.5, 12.5, 18.8]",2026-08-14 06:28:39.165595
HUB02-HUB14,2024-07-02,2024-07-03,"[22.6, 13.1]","[19.9, 19.7]",2026-08-14 06:28:39.165723
HUB11-HUB08,2025-04-19,2025-04-22,"[0.0, 1.1, 0.4, 1.0]","[14.5, 17.6, 7.6, 18.4]",2026-08-14 06:28:39.165870
HUB01-HUB16,2023-07-26,2023-07-27,"[0.1, 8.9]","[15.0, 17.7]",2026-08-14 06:28:39.165994
HUB12-HUB10,2024-07-10,2024-07-13,"[0.0, 28.1, 0.4, 0.3]","[15.8, 10.4, 12.5, 13.7]",2026-08-14 06:28:39.166209
HUB14-HUB16,2024-12-30,2025-01-01,"[0.0, 0.0, 0.2]","[12.3, 15.7, 12.7]",2026-08-14 06:28:39.166360
HUB14-HUB08,2024-11-03,2024-11-06,"[0.9, 0.7, 0.0, 1.1]","[16.6, 20.9, 11.8, 16.0]",2026-08-14 06:28:39.166509
HUB02-HUB11,2023-08-05,2023-08-07,"[0.0, 0.2, 16.6]","[2.0, 19.8, 1.1]",2026-08-14 06:28:39.166664
HUB10-HUB11,2023-05-24,2023-05-27,"[6.7, 0.2, 0.0, 5.8]","[14.3, 20.0, 19.1, 19.0]",2026-08-14 06:28:39.166815
HUB06-HUB12,2023-06-10,2023-06-14,"[0.0, 0.3, 0.2, 0.5, 0.0]","[22.0, 29.0, 10.9, 15.6, 30.2]",2026-08-14 06:28:39.166969
HUB03-HUB17,2024-08-13,2024-08-16,"[64.4, 0.3, 18.3, 0.6]","[4.6, 21.5, 24.0, 28.4]",2026-08-14 06:28:39.167116
HUB03-HUB11,2025-10-21,2025-10-24,"[0.0, 1.2, 0.0, 0.2]","[38.6, 22.0, 28.7, 25.6]",2026-08-14 06:28:39.167297
HUB05-HUB17,2025-02-27,2025-03-03,"[0.0, 0.7, 0.1, 13.1, 0.6]","[8.3, 10.5, 5.5, 20.6, 11.1]",2026-08-14 06:28:39.167457
